location,year,week,total_specimens,total_A,total_B,percent_positive,percent_A,percent_B
Nevada,2023,29,X,X,X,X,X,X
New Hampshire,2023,29,X,X,X,X,X,X
New Jersey,2023,29,X,X,X,X,X,X
New Mexico,2023,29,1540,3,3,0.39,0.19,0.19
New York,2023,29,2599,7,3,0.38,0.27,0.12
North Carolina,2023,29,1277,11,4,1.17,0.86,0.31
North Dakota,2023,29,X,X,X,X,X,X
Ohio,2023,29,1606,10,2,0.75,0.62,0.12
Oklahoma,2023,29,320,2,0,0.63,0.63,0
Oregon,2023,29,1557,9,3,0.77,0.58,0.19
Pennsylvania,2023,29,140,0,0,0,0,0
Rhode Island,2023,29,X,X,X,X,X,X
South Carolina,2023,29,740,2,4,0.81,0.27,0.54
South Dakota,2023,29,56,0,0,0,0,0
Tennessee,2023,29,15,0,0,0,0,0
Texas,2023,29,3146,34,21,1.75,1.08,0.67
Utah,2023,29,X,X,X,X,X,X
Vermont,2023,29,151,2,0,1.32,1.32,0
Virginia,2023,29,675,2,0,0.3,0.3,0
Washington,2023,29,1619,13,0,0.8,0.8,0
West Virginia,2023,29,635,2,0,0.31,0.31,0
Wisconsin,2023,29,1923,12,5,0.88,0.62,0.26
Wyoming,2023,29,X,X,X,X,X,X
Puerto Rico,2023,29,X,X,X,X,X,X
Virgin Islands,2023,29,X,X,X,X,X,X
New York City,2023,29,X,X,X,X,X,X
Alabama,2023,30,234,0,1,0.43,0,0.43
Alaska,2023,30,X,X,X,X,X,X
Arizona,2023,30,122,2,1,2.46,1.64,0.82
Arkansas,2023,30,170,1,1,1.18,0.59,0.59
California,2023,30,2212,41,9,2.26,1.85,0.41
Colorado,2023,30,662,1,3,0.6,0.15,0.45
Connecticut,2023,30,709,6,0,0.85,0.85,0
Delaware,2023,30,X,X,X,X,X,X
District of Columbia,2023,30,X,X,X,X,X,X
Florida,2023,30,274,1,3,1.46,0.36,1.09
Georgia,2023,30,920,5,4,0.98,0.54,0.43
Hawaii,2023,30,1520,22,47,4.54,1.45,3.09
Idaho,2023,30,136,2,0,1.47,1.47,0
Illinois,2023,30,315,2,1,0.95,0.63,0.32
Indiana,2023,30,166,1,1,1.2,0.6,0.6
Iowa,2023,30,509,2,7,1.77,0.39,1.38
Kansas,2023,30,178,0,0,0,0,0
Kentucky,2023,30,342,0,0,0,0,0
Louisiana,2023,30,33,0,0,0,0,0
Maine,2023,30,X,X,X,X,X,X
Maryland,2023,30,176,0,1,0.57,0,0.57
Massachusetts,2023,30,955,1,3,0.42,0.1,0.31
Michigan,2023,30,394,1,0,0.25,0.25,0
Minnesota,2023,30,708,0,0,0,0,0
Mississippi,2023,30,92,0,2,2.17,0,2.17
Missouri,2023,30,873,3,2,0.57,0.34,0.23
Montana,2023,30,238,0,0,0,0,0
Nebraska,2023,30,337,2,1,0.89,0.59,0.3
Nevada,2023,30,X,X,X,X,X,X
New Hampshire,2023,30,X,X,X,X,X,X
New Jersey,2023,30,X,X,X,X,X,X
New Mexico,2023,30,1476,5,2,0.47,0.34,0.14
New York,2023,30,2253,4,4,0.36,0.18,0.18
North Carolina,2023,30,1441,7,1,0.56,0.49,0.07
North Dakota,2023,30,X,X,X,X,X,X
Ohio,2023,30,1585,6,5,0.69,0.38,0.32
Oklahoma,2023,30,373,0,0,0,0,0
Oregon,2023,30,1503,4,5,0.6,0.27,0.33
Pennsylvania,2023,30,124,2,0,1.61,1.61,0
Rhode Island,2023,30,X,X,X,X,X,X
South Carolina,2023,30,787,2,2,0.51,0.25,0.25
South Dakota,2023,30,55,0,0,0,0,0
Tennessee,2023,30,10,0,0,0,0,0
Texas,2023,30,3218,26,16,1.31,0.81,0.5
Utah,2023,30,X,X,X,X,X,X
Vermont,2023,30,143,2,0,1.4,1.4,0
Virginia,2023,30,676,3,1,0.59,0.44,0.15
Washington,2023,30,1626,10,0,0.62,0.62,0
West Virginia,2023,30,599,3,1,0.67,0.5,0.17
Wisconsin,2023,30,1993,10,2,0.6,0.5,0.1
Wyoming,2023,30,X,X,X,X,X,X
Puerto Rico,2023,30,X,X,X,X,X,X
Virgin Islands,2023,30,X,X,X,X,X,X
New York City,2023,30,X,X,X,X,X,X
Alabama,2023,31,234,3,1,1.71,1.28,0.43
Alaska,2023,31,X,X,X,X,X,X
Arizona,2023,31,120,2,2,3.33,1.67,1.67
Arkansas,2023,31,220,1,2,1.36,0.45,0.91
California,2023,31,2399,36,9,1.88,1.5,0.38
Colorado,2023,31,678,2,0,0.29,0.29,0
Connecticut,2023,31,784,2,1,0.38,0.26,0.13
Delaware,2023,31,X,X,X,X,X,X
District of Columbia,2023,31,X,X,X,X,X,X
Florida,2023,31,287,1,4,1.74,0.35,1.39
Georgia,2023,31,1087,2,8,0.92,0.18,0.74
Hawaii,2023,31,1462,23,48,4.86,1.57,3.28
Idaho,2023,31,157,0,0,0,0,0
Illinois,2023,31,314,2,1,0.96,0.64,0.32
Indiana,2023,31,165,0,0,0,0,0
Iowa,2023,31,609,2,11,2.13,0.33,1.81
Kansas,2023,31,180,1,0,0.56,0.56,0
Kentucky,2023,31,378,0,0,0,0,0
Louisiana,2023,31,43,2,2,9.3,4.65,4.65
Maine,2023,31,X,X,X,X,X,X
Maryland,2023,31,182,0,1,0.55,0,0.55
Massachusetts,2023,31,982,3,4,0.71,0.31,0.41
Michigan,2023,31,369,0,0,0,0,0
Minnesota,2023,31,718,7,1,1.11,0.97,0.14
Mississippi,2023,31,109,1,3,3.67,0.92,2.75
Missouri,2023,31,951,0,0,0,0,0
Montana,2023,31,230,1,1,0.87,0.43,0.43
Nebraska,2023,31,531,1,0,0.19,0.19,0
Nevada,2023,31,X,X,X,X,X,X
New Hampshire,2023,31,X,X,X,X,X,X
New Jersey,2023,31,X,X,X,X,X,X
New Mexico,2023,31,X,X,X,X,X,X
New York,2023,31,2661,14,4,0.68,0.53,0.15
North Carolina,2023,31,1490,5,2,0.47,0.34,0.13
North Dakota,2023,31,X,X,X,X,X,X
Ohio,2023,31,1743,5,2,0.4,0.29,0.11
Oklahoma,2023,31,376,0,2,0.53,0,0.53
Oregon,2023,31,1726,11,4,0.87,0.64,0.23
Pennsylvania,2023,31,146,0,0,0,0,0
Rhode Island,2023,31,X,X,X,X,X,X
South Carolina,2023,31,777,2,3,0.64,0.26,0.39
South Dakota,2023,31,51,0,0,0,0,0
Tennessee,2023,31,X,X,X,X,X,X
Texas,2023,31,3911,31,24,1.41,0.79,0.61
Utah,2023,31,X,X,X,X,X,X
Vermont,2023,31,164,0,0,0,0,0
Virginia,2023,31,780,8,1,1.15,1.03,0.13
Washington,2023,31,1533,9,0,0.59,0.59,0
West Virginia,2023,31,718,1,0,0.14,0.14,0
Wisconsin,2023,31,2277,21,0,0.92,0.92,0
Wyoming,2023,31,X,X,X,X,X,X
Puerto Rico,2023,31,X,X,X,X,X,X
Virgin Islands,2023,31,X,X,X,X,X,X
New York City,2023,31,X,X,X,X,X,X
Alabama,2023,32,273,2,0,0.73,0.73,0
Alaska,2023,32,X,X,X,X,X,X
Arizona,2023,32,134,1,2,2.24,0.75,1.49
Arkansas,2023,32,215,0,0,0,0,0
California,2023,32,2645,41,6,1.78,1.55,0.23
Colorado,2023,32,722,3,2,0.69,0.42,0.28
Connecticut,2023,32,961,4,0,0.42,0.42,0
Delaware,2023,32,X,X,X,X,X,X
District of Columbia,2023,32,X,X,X,X,X,X
Florida,2023,32,305,2,3,1.64,0.66,0.98
Georgia,2023,32,783,0,4,0.51,0,0.51
Hawaii,2023,32,1560,13,41,3.46,0.83,2.63
Idaho,2023,32,120,2,0,1.67,1.67,0
Illinois,2023,32,352,1,0,0.28,0.28,0
Indiana,2023,32,161,0,0,0,0,0
Iowa,2023,32,669,1,8,1.35,0.15,1.2
Kansas,2023,32,185,0,0,0,0,0
Kentucky,2023,32,420,0,1,0.24,0,0.24
Louisiana,2023,32,38,0,0,0,0,0
Maine,2023,32,X,X,X,X,X,X
Maryland,2023,32,189,2,0,1.06,1.06,0
Massachusetts,2023,32,1085,2,1,0.28,0.18,0.09
Michigan,2023,32,413,0,0,0,0,0
Minnesota,2023,32,775,0,0,0,0,0
Mississippi,2023,32,134,0,7,5.22,0,5.22
Missouri,2023,32,981,1,0,0.1,0.1,0
Montana,2023,32,228,2,1,1.32,0.88,0.44
Nebraska,2023,32,594,4,1,0.84,0.67,0.17
Nevada,2023,32,X,X,X,X,X,X
New Hampshire,2023,32,X,X,X,X,X,X
New Jersey,2023,32,X,X,X,X,X,X
New Mexico,2023,32,1587,5,3,0.5,0.32,0.19
New York,2023,32,2996,17,3,0.67,0.57,0.1
North Carolina,2023,32,1430,6,3,0.63,0.42,0.21
North Dakota,2023,32,X,X,X,X,X,X
Ohio,2023,32,1759,6,3,0.51,0.34,0.17
Oklahoma,2023,32,372,0,0,0,0,0
Oregon,2023,32,1788,12,9,1.17,0.67,0.5
Pennsylvania,2023,32,169,1,1,1.18,0.59,0.59
Rhode Island,2023,32,X,X,X,X,X,X
South Carolina,2023,32,932,0,2,0.21,0,0.21
South Dakota,2023,32,52,0,0,0,0,0
Tennessee,2023,32,14,0,0,0,0,0
Texas,2023,32,4268,25,19,1.03,0.59,0.45
Utah,2023,32,X,X,X,X,X,X
Vermont,2023,32,171,1,0,0.58,0.58,0
Virginia,2023,32,780,1,0,0.13,0.13,0
Washington,2023,32,1751,10,2,0.69,0.57,0.11
West Virginia,2023,32,756,2,1,0.4,0.26,0.13
Wisconsin,2023,32,2521,14,1,0.6,0.56,0.04
Wyoming,2023,32,X,X,X,X,X,X
Puerto Rico,2023,32,X,X,X,X,X,X
Virgin Islands,2023,32,X,X,X,X,X,X
New York City,2023,32,X,X,X,X,X,X
Alabama,2023,33,346,2,1,0.87,0.58,0.29
Alaska,2023,33,X,X,X,X,X,X
Arizona,2023,33,169,0,0,0,0,0
Arkansas,2023,33,305,1,6,2.3,0.33,1.97
California,2023,33,2390,32,6,1.59,1.34,0.25
Colorado,2023,33,859,5,2,0.81,0.58,0.23
Connecticut,2023,33,908,7,1,0.88,0.77,0.11
Delaware,2023,33,X,X,X,X,X,X
District of Columbia,2023,33,X,X,X,X,X,X
Florida,2023,33,293,2,2,1.37,0.68,0.68
Georgia,2023,33,981,1,2,0.31,0.1,0.2
Hawaii,2023,33,1690,26,27,3.14,1.54,1.6
Idaho,2023,33,146,0,0,0,0,0
Illinois,2023,33,310,3,5,2.58,0.97,1.61
Indiana,2023,33,221,1,1,0.9,0.45,0.45
Iowa,2023,33,840,2,27,3.45,0.24,3.21
Kansas,2023,33,228,0,0,0,0,0
Kentucky,2023,33,505,2,0,0.4,0.4,0
Louisiana,2023,33,42,1,0,2.38,2.38,0
Maine,2023,33,X,X,X,X,X,X
Maryland,2023,33,232,2,0,0.86,0.86,0
Massachusetts,2023,33,1234,6,5,0.89,0.49,0.41
Michigan,2023,33,402,1,0,0.25,0.25,0
Minnesota,2023,33,892,3,1,0.45,0.34,0.11
Mississippi,2023,33,159,2,12,8.81,1.26,7.55
Missouri,2023,33,1115,2,0,0.18,0.18,0
Montana,2023,33,256,0,0,0,0,0
Nebraska,2023,33,689,6,1,1.02,0.87,0.15
Nevada,2023,33,X,X,X,X,X,X
New Hampshire,2023,33,X,X,X,X,X,X
New Jersey,2023,33,X,X,X,X,X,X
New Mexico,2023,33,1995,3,12,0.75,0.15,0.6
New York,2023,33,3531,10,1,0.31,0.28,0.03
North Carolina,2023,33,1524,3,1,0.26,0.2,0.07
North Dakota,2023,33,X,X,X,X,X,X
Ohio,2023,33,2165,12,5,0.79,0.55,0.23
Oklahoma,2023,33,491,1,1,0.41,0.2,0.2
Oregon,2023,33,1875,10,1,0.59,0.53,0.05
Pennsylvania,2023,33,121,1,0,0.83,0.83,0
Rhode Island,2023,33,X,X,X,X,X,X
South Carolina,2023,33,1012,1,2,0.3,0.1,0.2
South Dakota,2023,33,64,1,0,1.56,1.56,0
Tennessee,2023,33,27,0,0,0,0,0
Texas,2023,33,5332,31,25,1.05,0.58,0.47
Utah,2023,33,X,X,X,X,X,X
Vermont,2023,33,158,0,0,0,0,0
Virginia,2023,33,872,0,0,0,0,0
Washington,2023,33,1767,9,1,0.57,0.51,0.06
West Virginia,2023,33,791,6,0,0.76,0.76,0
Wisconsin,2023,33,2688,11,2,0.48,0.41,0.07
Wyoming,2023,33,X,X,X,X,X,X
Puerto Rico,2023,33,X,X,X,X,X,X
Virgin Islands,2023,33,X,X,X,X,X,X
New York City,2023,33,X,X,X,X,X,X
Alabama,2023,34,420,0,0,0,0,0
Alaska,2023,34,X,X,X,X,X,X
Arizona,2023,34,187,0,0,0,0,0
Arkansas,2023,34,442,2,3,1.13,0.45,0.68
California,2023,34,3153,31,2,1.05,0.98,0.06
Colorado,2023,34,996,3,0,0.3,0.3,0
Connecticut,2023,34,1038,9,0,0.87,0.87,0
Delaware,2023,34,X,X,X,X,X,X
District of Columbia,2023,34,X,X,X,X,X,X
Florida,2023,34,364,5,4,2.47,1.37,1.1
Georgia,2023,34,2106,11,12,1.09,0.52,0.57
Hawaii,2023,34,1782,20,31,2.86,1.12,1.74
Idaho,2023,34,146,0,0,0,0,0
Illinois,2023,34,331,0,0,0,0,0
Indiana,2023,34,220,0,0,0,0,0
Iowa,2023,34,806,3,10,1.61,0.37,1.24
Kansas,2023,34,290,3,0,1.03,1.03,0
Kentucky,2023,34,663,2,2,0.6,0.3,0.3
Louisiana,2023,34,54,0,0,0,0,0
Maine,2023,34,X,X,X,X,X,X
Maryland,2023,34,258,1,0,0.39,0.39,0
Massachusetts,2023,34,1156,5,3,0.69,0.43,0.26
Michigan,2023,34,481,1,0,0.21,0.21,0
Minnesota,2023,34,946,2,0,0.21,0.21,0
Mississippi,2023,34,228,1,12,5.7,0.44,5.26
Missouri,2023,34,573,1,0,0.17,0.17,0
Montana,2023,34,266,1,0,0.38,0.38,0
Nebraska,2023,34,866,8,3,1.27,0.92,0.35
Nevada,2023,34,X,X,X,X,X,X
New Hampshire,2023,34,X,X,X,X,X,X
New Jersey,2023,34,X,X,X,X,X,X
New Mexico,2023,34,2307,0,1,0.04,0,0.04
New York,2023,34,3407,9,3,0.35,0.26,0.09
North Carolina,2023,34,1674,9,0,0.54,0.54,0
North Dakota,2023,34,X,X,X,X,X,X
Ohio,2023,34,2917,14,6,0.69,0.48,0.21
Oklahoma,2023,34,619,1,0,0.16,0.16,0
Oregon,2023,34,2085,9,0,0.43,0.43,0
Pennsylvania,2023,34,124,0,0,0,0,0
Rhode Island,2023,34,X,X,X,X,X,X
South Carolina,2023,34,1218,4,3,0.57,0.33,0.25
South Dakota,2023,34,69,0,0,0,0,0
Tennessee,2023,34,21,0,0,0,0,0
Texas,2023,34,7261,45,34,1.09,0.62,0.47
Utah,2023,34,X,X,X,X,X,X
Vermont,2023,34,197,0,0,0,0,0
Virginia,2023,34,1044,3,0,0.29,0.29,0
Washington,2023,34,1834,11,1,0.65,0.6,0.05
West Virginia,2023,34,987,2,0,0.2,0.2,0
Wisconsin,2023,34,2931,11,2,0.44,0.38,0.07
Wyoming,2023,34,X,X,X,X,X,X
Puerto Rico,2023,34,X,X,X,X,X,X
Virgin Islands,2023,34,X,X,X,X,X,X
New York City,2023,34,X,X,X,X,X,X
Alabama,2023,35,402,1,0,0.25,0.25,0
Alaska,2023,35,X,X,X,X,X,X
Arizona,2023,35,192,1,0,0.52,0.52,0
Arkansas,2023,35,520,0,0,0,0,0
California,2023,35,3788,37,4,1.08,0.98,0.11
Colorado,2023,35,1072,2,0,0.19,0.19,0
Connecticut,2023,35,1063,3,1,0.38,0.28,0.09
Delaware,2023,35,X,X,X,X,X,X
District of Columbia,2023,35,X,X,X,X,X,X
Florida,2023,35,362,4,5,2.49,1.1,1.38
Georgia,2023,35,1155,3,4,0.61,0.26,0.35
Hawaii,2023,35,1808,43,30,4.04,2.38,1.66
Idaho,2023,35,181,0,0,0,0,0
Illinois,2023,35,357,2,0,0.56,0.56,0
Indiana,2023,35,238,0,1,0.42,0,0.42
Iowa,2023,35,1083,1,1,0.18,0.09,0.09
Kansas,2023,35,317,2,0,0.63,0.63,0
Kentucky,2023,35,830,4,0,0.48,0.48,0
Louisiana,2023,35,41,0,0,0,0,0
Maine,2023,35,X,X,X,X,X,X
Maryland,2023,35,323,0,0,0,0,0
Massachusetts,2023,35,1362,7,5,0.88,0.51,0.37
Michigan,2023,35,483,1,0,0.21,0.21,0
Minnesota,2023,35,1036,3,1,0.39,0.29,0.1
Mississippi,2023,35,198,0,2,1.01,0,1.01
Missouri,2023,35,748,1,1,0.27,0.13,0.13
Montana,2023,35,293,2,0,0.68,0.68,0
Nebraska,2023,35,1126,6,5,0.98,0.53,0.44
Nevada,2023,35,X,X,X,X,X,X
New Hampshire,2023,35,X,X,X,X,X,X
New Jersey,2023,35,X,X,X,X,X,X
New Mexico,2023,35,2358,7,2,0.38,0.3,0.08
New York,2023,35,3965,18,5,0.58,0.45,0.13
North Carolina,2023,35,2045,4,0,0.2,0.2,0
North Dakota,2023,35,X,X,X,X,X,X
Ohio,2023,35,3626,14,3,0.47,0.39,0.08
Oklahoma,2023,35,721,1,0,0.14,0.14,0
Oregon,2023,35,2192,2,3,0.23,0.09,0.14
Pennsylvania,2023,35,183,3,0,1.64,1.64,0
Rhode Island,2023,35,X,X,X,X,X,X
South Carolina,2023,35,1281,14,4,1.41,1.09,0.31
South Dakota,2023,35,70,0,0,0,0,0
Tennessee,2023,35,17,0,0,0,0,0
Texas,2023,35,8546,52,31,0.97,0.61,0.36
Utah,2023,35,X,X,X,X,X,X
Vermont,2023,35,163,0,0,0,0,0
Virginia,2023,35,1207,1,0,0.08,0.08,0
Washington,2023,35,2005,13,2,0.75,0.65,0.1
West Virginia,2023,35,1319,0,0,0,0,0
Wisconsin,2023,35,3331,12,1,0.39,0.36,0.03
Wyoming,2023,35,X,X,X,X,X,X
Puerto Rico,2023,35,X,X,X,X,X,X
Virgin Islands,2023,35,X,X,X,X,X,X
New York City,2023,35,X,X,X,X,X,X
Alabama,2023,36,384,3,0,0.78,0.78,0
Alaska,2023,36,X,X,X,X,X,X
Arizona,2023,36,152,0,0,0,0,0
Arkansas,2023,36,543,0,1,0.18,0,0.18
California,2023,36,3499,27,8,1,0.77,0.23
Colorado,2023,36,1175,5,3,0.68,0.43,0.26
Connecticut,2023,36,1415,5,0,0.35,0.35,0
Delaware,2023,36,X,X,X,X,X,X
District of Columbia,2023,36,X,X,X,X,X,X
Florida,2023,36,340,4,1,1.47,1.18,0.29
Georgia,2023,36,1033,6,2,0.77,0.58,0.19
Hawaii,2023,36,1840,46,32,4.24,2.5,1.74
Idaho,2023,36,190,0,0,0,0,0
Illinois,2023,36,422,0,0,0,0,0
Indiana,2023,36,274,0,0,0,0,0
Iowa,2023,36,1335,3,6,0.67,0.22,0.45
Kansas,2023,36,314,0,0,0,0,0
Kentucky,2023,36,798,3,0,0.38,0.38,0
Louisiana,2023,36,49,2,0,4.08,4.08,0
Maine,2023,36,X,X,X,X,X,X
Maryland,2023,36,359,2,0,0.56,0.56,0
Massachusetts,2023,36,1494,3,3,0.4,0.2,0.2
Michigan,2023,36,508,0,0,0,0,0
Minnesota,2023,36,1135,5,0,0.44,0.44,0
Mississippi,2023,36,165,0,4,2.42,0,2.42
Missouri,2023,36,838,0,0,0,0,0
Montana,2023,36,406,0,0,0,0,0
Nebraska,2023,36,1073,2,4,0.56,0.19,0.37
Nevada,2023,36,X,X,X,X,X,X
New Hampshire,2023,36,X,X,X,X,X,X
New Jersey,2023,36,X,X,X,X,X,X
New Mexico,2023,36,2285,7,1,0.35,0.31,0.04
New York,2023,36,3988,17,1,0.45,0.43,0.03
North Carolina,2023,36,2478,2,0,0.08,0.08,0
North Dakota,2023,36,X,X,X,X,X,X
Ohio,2023,36,4316,11,1,0.28,0.25,0.02
Oklahoma,2023,36,766,0,0,0,0,0
Oregon,2023,36,2480,8,1,0.36,0.32,0.04
Pennsylvania,2023,36,240,1,0,0.42,0.42,0
Rhode Island,2023,36,X,X,X,X,X,X
South Carolina,2023,36,1301,19,3,1.69,1.46,0.23
South Dakota,2023,36,72,0,0,0,0,0
Tennessee,2023,36,20,0,0,0,0,0
Texas,2023,36,7726,34,48,1.06,0.44,0.62
Utah,2023,36,X,X,X,X,X,X
Vermont,2023,36,235,2,0,0.85,0.85,0
Virginia,2023,36,1243,5,0,0.4,0.4,0
Washington,2023,36,1958,23,1,1.23,1.17,0.05
West Virginia,2023,36,1378,1,0,0.07,0.07,0
Wisconsin,2023,36,3900,12,3,0.38,0.31,0.08
Wyoming,2023,36,X,X,X,X,X,X
Puerto Rico,2023,36,X,X,X,X,X,X
Virgin Islands,2023,36,X,X,X,X,X,X
New York City,2023,36,X,X,X,X,X,X
Alabama,2023,37,269,1,0,0.37,0.37,0
Alaska,2023,37,X,X,X,X,X,X
Arizona,2023,37,162,2,0,1.23,1.23,0
Arkansas,2023,37,423,0,2,0.47,0,0.47
California,2023,37,3626,29,4,0.91,0.8,0.11
Colorado,2023,37,1132,3,0,0.27,0.27,0
Connecticut,2023,37,1379,4,1,0.36,0.29,0.07
Delaware,2023,37,X,X,X,X,X,X
District of Columbia,2023,37,X,X,X,X,X,X
Florida,2023,37,344,3,3,1.74,0.87,0.87
Georgia,2023,37,1021,7,9,1.57,0.69,0.88
Hawaii,2023,37,2080,58,41,4.76,2.79,1.97
Idaho,2023,37,203,1,0,0.49,0.49,0
Illinois,2023,37,505,2,0,0.4,0.4,0
Indiana,2023,37,258,0,0,0,0,0
Iowa,2023,37,1474,3,6,0.61,0.2,0.41
Kansas,2023,37,315,2,0,0.63,0.63,0
Kentucky,2023,37,852,1,0,0.12,0.12,0
Louisiana,2023,37,66,3,0,4.55,4.55,0
Maine,2023,37,X,X,X,X,X,X
Maryland,2023,37,323,0,0,0,0,0
Massachusetts,2023,37,1543,1,6,0.45,0.06,0.39
Michigan,2023,37,586,1,0,0.17,0.17,0
Minnesota,2023,37,1415,7,0,0.49,0.49,0
Mississippi,2023,37,164,0,8,4.88,0,4.88
Missouri,2023,37,835,1,2,0.36,0.12,0.24
Montana,2023,37,427,2,0,0.47,0.47,0
Nebraska,2023,37,1146,0,4,0.35,0,0.35
Nevada,2023,37,X,X,X,X,X,X
New Hampshire,2023,37,X,X,X,X,X,X
New Jersey,2023,37,X,X,X,X,X,X
New Mexico,2023,37,2272,14,3,0.75,0.62,0.13
New York,2023,37,4582,16,1,0.37,0.35,0.02
North Carolina,2023,37,2572,5,3,0.31,0.19,0.12
North Dakota,2023,37,X,X,X,X,X,X
Ohio,2023,37,4510,24,2,0.58,0.53,0.04
Oklahoma,2023,37,686,2,0,0.29,0.29,0
Oregon,2023,37,2846,13,1,0.49,0.46,0.04
Pennsylvania,2023,37,253,0,0,0,0,0
Rhode Island,2023,37,X,X,X,X,X,X
South Carolina,2023,37,1275,13,4,1.33,1.02,0.31
South Dakota,2023,37,60,0,0,0,0,0
Tennessee,2023,37,14,0,0,0,0,0
Texas,2023,37,6825,33,31,0.94,0.48,0.45
Utah,2023,37,X,X,X,X,X,X
Vermont,2023,37,218,0,0,0,0,0
Virginia,2023,37,1338,5,0,0.37,0.37,0
Washington,2023,37,2379,33,2,1.47,1.39,0.08
West Virginia,2023,37,1371,1,0,0.07,0.07,0
Wisconsin,2023,37,5185,19,12,0.6,0.37,0.23
Wyoming,2023,37,X,X,X,X,X,X
Puerto Rico,2023,37,X,X,X,X,X,X
Virgin Islands,2023,37,X,X,X,X,X,X
New York City,2023,37,X,X,X,X,X,X
Alabama,2023,38,192,1,0,0.52,0.52,0
Alaska,2023,38,X,X,X,X,X,X
Arizona,2023,38,174,1,0,0.57,0.57,0
Arkansas,2023,38,398,2,0,0.5,0.5,0
California,2023,38,3667,28,4,0.87,0.76,0.11
Colorado,2023,38,1282,5,2,0.55,0.39,0.16
Connecticut,2023,38,1543,3,1,0.26,0.19,0.06
Delaware,2023,38,X,X,X,X,X,X
District of Columbia,2023,38,X,X,X,X,X,X
Florida,2023,38,361,5,6,3.05,1.39,1.66
Georgia,2023,38,1872,14,24,2.03,0.75,1.28
Hawaii,2023,38,2052,54,60,5.56,2.63,2.92
Idaho,2023,38,151,0,0,0,0,0
Illinois,2023,38,511,1,0,0.2,0.2,0
Indiana,2023,38,265,0,2,0.75,0,0.75
Iowa,2023,38,1445,4,4,0.55,0.28,0.28
Kansas,2023,38,322,1,0,0.31,0.31,0
Kentucky,2023,38,802,3,1,0.5,0.37,0.12
Louisiana,2023,38,62,0,0,0,0,0
Maine,2023,38,X,X,X,X,X,X
Maryland,2023,38,373,1,1,0.54,0.27,0.27
Massachusetts,2023,38,1832,3,14,0.93,0.16,0.76
Michigan,2023,38,663,1,0,0.15,0.15,0
Minnesota,2023,38,1609,3,1,0.25,0.19,0.06
Mississippi,2023,38,135,2,1,2.22,1.48,0.74
Missouri,2023,38,857,1,0,0.12,0.12,0
Montana,2023,38,431,6,1,1.62,1.39,0.23
Nebraska,2023,38,1069,2,3,0.47,0.19,0.28
Nevada,2023,38,X,X,X,X,X,X
New Hampshire,2023,38,X,X,X,X,X,X
New Jersey,2023,38,X,X,X,X,X,X
New Mexico,2023,38,2474,10,0,0.4,0.4,0
New York,2023,38,5784,20,6,0.45,0.35,0.1
North Carolina,2023,38,2602,14,2,0.61,0.54,0.08
North Dakota,2023,38,X,X,X,X,X,X
Ohio,2023,38,4955,27,6,0.67,0.54,0.12
Oklahoma,2023,38,660,1,0,0.15,0.15,0
Oregon,2023,38,3039,17,1,0.59,0.56,0.03
Pennsylvania,2023,38,249,0,0,0,0,0
Rhode Island,2023,38,X,X,X,X,X,X
South Carolina,2023,38,1274,17,11,2.2,1.33,0.86
South Dakota,2023,38,80,0,0,0,0,0
Tennessee,2023,38,15,0,0,0,0,0
Texas,2023,38,4997,20,48,1.36,0.4,0.96
Utah,2023,38,X,X,X,X,X,X
Vermont,2023,38,283,3,1,1.41,1.06,0.35
Virginia,2023,38,1327,5,1,0.45,0.38,0.08
Washington,2023,38,2847,25,3,0.98,0.88,0.11
West Virginia,2023,38,1325,6,0,0.45,0.45,0
Wisconsin,2023,38,6140,30,13,0.7,0.49,0.21
Wyoming,2023,38,X,X,X,X,X,X
Puerto Rico,2023,38,X,X,X,X,X,X
Virgin Islands,2023,38,X,X,X,X,X,X
New York City,2023,38,X,X,X,X,X,X
Alabama,2023,39,277,0,3,1.08,0,1.08
Alaska,2023,39,X,X,X,X,X,X
Arizona,2023,39,140,3,1,2.86,2.14,0.71
Arkansas,2023,39,442,0,1,0.23,0,0.23
California,2023,39,3752,20,5,0.67,0.53,0.13
Colorado,2023,39,1309,9,2,0.84,0.69,0.15
Connecticut,2023,39,1535,4,0,0.26,0.26,0
Delaware,2023,39,X,X,X,X,X,X
District of Columbia,2023,39,X,X,X,X,X,X
Florida,2023,39,232,3,2,2.16,1.29,0.86
Georgia,2023,39,1017,12,9,2.06,1.18,0.88
Hawaii,2023,39,1910,56,58,5.97,2.93,3.04
Idaho,2023,39,249,0,0,0,0,0
Illinois,2023,39,495,2,5,1.41,0.4,1.01
Indiana,2023,39,252,0,4,1.59,0,1.59
Iowa,2023,39,1181,5,0,0.42,0.42,0
Kansas,2023,39,330,1,0,0.3,0.3,0
Kentucky,2023,39,710,7,0,0.99,0.99,0
Louisiana,2023,39,66,2,1,4.55,3.03,1.52
Maine,2023,39,X,X,X,X,X,X
Maryland,2023,39,316,1,0,0.32,0.32,0
Massachusetts,2023,39,1601,9,12,1.31,0.56,0.75
Michigan,2023,39,695,2,0,0.29,0.29,0
Minnesota,2023,39,1414,0,2,0.14,0,0.14
Mississippi,2023,39,170,2,8,5.88,1.18,4.71
Missouri,2023,39,842,1,0,0.12,0.12,0
Montana,2023,39,474,4,3,1.48,0.84,0.63
